******************************************
Nodal r-coordinates
28 1
-1.000000000000000 
-0.830223896278567 
-0.468848793470714 
0.000000000000000 
0.468848793470714 
0.830223896278567 
1.000000000000000 
-1.000000000000000 
-0.769516496193442 
-0.364769256536689 
0.108864652571010 
0.539032992386883 
0.830223896278567 
-1.000000000000000 
-0.744095396034322 
-0.333333333333333 
0.108864652571010 
0.468848793470714 
-1.000000000000000 
-0.744095396034321 
-0.364769256536689 
0.000000000000000 
-1.000000000000000 
-0.769516496193441 
-0.468848793470714 
-1.000000000000000 
-0.830223896278567 
-1.000000000000000 
******************************************
Nodal s-coordinates
28 1
-1.000000000000000 
-1.000000000000000 
-1.000000000000000 
-1.000000000000000 
-1.000000000000000 
-1.000000000000000 
-1.000000000000000 
-0.830223896278567 
-0.769516496193442 
-0.744095396034321 
-0.744095396034321 
-0.769516496193441 
-0.830223896278567 
-0.468848793470714 
-0.364769256536689 
-0.333333333333333 
-0.364769256536689 
-0.468848793470714 
0.000000000000000 
0.108864652571010 
0.108864652571010 
0.000000000000000 
0.468848793470714 
0.539032992386883 
0.468848793470714 
0.830223896278567 
0.830223896278567 
1.000000000000000 
******************************************
Nodal Dr differentiation matrix
28 28
0.036568000000000 -0.000000000000000 -0.000000000000000 0.000000000000000 -0.000000000000001 0.000000000000001 -0.000000000000000 -0.122962038044197 0.000000000000001 -0.000000000000001 0.000000000000001 -0.000000000000001 0.000000000000000 0.959576541160874 0.000000000000002 -0.000000000000001 -0.000000000000000 0.000000000000000 0.175526400000000 -0.000000000000000 0.000000000000000 0.000000000000000 -0.076038187079504 0.000000000000000 0.000000000000000 0.043001283962825 -0.000000000000000 -0.015672000000000 
0.033450836227165 -0.040722036526961 0.002938506298726 0.022399483670535 -0.042233155519305 0.050307157951996 -0.027644978039446 -0.070904439028384 0.165143579559560 -0.130573860828973 0.113589881975656 -0.080054739842181 0.030261562196531 0.122847971390885 0.977344204115307 -0.127692950697665 0.043348334487909 -0.005934307646040 -0.005485780526398 -0.057340630818838 0.015626587341138 -0.007021421957680 0.013362634758732 0.018024587918515 -0.001596032842384 -0.011746982560998 -0.005393458965050 0.005699447907650 
-0.039696703256111 0.055617311067892 -0.033501055841938 -0.029577977140516 0.069001630507967 -0.087771727186928 0.049815573962967 0.069792876019445 -0.152159604733029 0.295900141923432 -0.223925974519722 0.157491718934767 -0.059864370829758 -0.074266136226332 0.771658789899650 0.430996141985350 -0.114352903853044 0.016472725568284 -0.043180849473693 -0.092090684672742 -0.041233985118282 0.018070966243429 0.038120661095503 0.054274611045502 -0.000074167312925 -0.036869684400987 -0.016495972045039 0.017848648356858 
-0.041588010050074 0.064218062915989 -0.040904897488357 -0.014814242523463 0.029631046685192 -0.040021198932695 0.023293719134695 0.064218062915989 -0.155160746117638 0.253632949303406 -0.107095469123412 0.079669711963387 -0.030296284351539 -0.040904897488357 0.253632949303406 0.903486006271296 -0.091174893022730 0.011878402791201 -0.014814242523463 -0.107095469123412 -0.091174893022731 0.017228935193067 0.029631046685192 0.079669711963387 0.011878402791201 -0.040021198932695 -0.030296284351539 0.023293719134695 
0.023293719134694 -0.040021198932695 0.029631046685192 -0.014814242523463 -0.040904897488357 0.064218062915989 -0.041588010050074 -0.030296284351539 0.079669711963388 -0.107095469123413 0.253632949303407 -0.155160746117638 0.064218062915989 0.011878402791202 -0.091174893022731 0.903486006271295 0.253632949303407 -0.040904897488357 0.017228935193067 -0.091174893022731 -0.107095469123412 -0.014814242523463 0.011878402791201 0.079669711963388 0.029631046685192 -0.030296284351539 -0.040021198932695 0.023293719134695 
0.049815573962966 -0.087771727186928 0.069001630507967 -0.029577977140516 -0.033501055841938 0.055617311067892 -0.039696703256111 -0.059864370829759 0.157491718934767 -0.223925974519722 0.295900141923431 -0.152159604733028 0.069792876019444 0.016472725568285 -0.114352903853044 0.430996141985350 0.771658789899650 -0.074266136226331 0.018070966243429 -0.041233985118281 -0.092090684672743 -0.043180849473693 -0.000074167312925 0.054274611045503 0.038120661095503 -0.016495972045039 -0.036869684400987 0.017848648356858 
-0.027644978039447 0.050307157951997 -0.042233155519305 0.022399483670535 0.002938506298726 -0.040722036526961 0.033450836227166 0.030261562196531 -0.080054739842181 0.113589881975656 -0.130573860828974 0.165143579559561 -0.070904439028385 -0.005934307646040 0.043348334487910 -0.127692950697666 0.977344204115306 0.122847971390886 -0.007021421957681 0.015626587341138 -0.057340630818838 -0.005485780526397 -0.001596032842384 0.018024587918515 0.013362634758732 -0.005393458965050 -0.011746982560998 0.005699447907650 
-0.000000000000000 0.000000000000000 -0.000000000000000 0.000000000000000 -0.000000000000000 -0.000000000000000 0.036568000000000 0.000000000000000 -0.000000000000001 0.000000000000001 -0.000000000000001 0.000000000000001 -0.122962038044196 -0.000000000000000 0.000000000000001 -0.000000000000001 0.000000000000001 0.959576541160874 0.000000000000000 0.000000000000000 -0.000000000000000 0.175526400000000 -0.000000000000000 0.000000000000000 -0.076038187079504 0.000000000000000 0.043001283962825 -0.015672000000000 
0.057792000000000 0.000000000000000 -0.000000000000000 0.000000000000000 0.000000000000000 -0.000000000000000 0.000000000000000 -0.176878875337628 -0.000000000000000 0.000000000000000 -0.000000000000000 0.000000000000000 0.000000000000000 0.517813199707795 0.000000000000000 -0.000000000000000 -0.000000000000000 0.000000000000000 0.739737600000000 0.000000000000000 -0.000000000000000 0.000000000000000 -0.208138902758963 -0.000000000000000 0.000000000000000 0.108202978388796 -0.000000000000000 -0.038528000000000 
-0.024864389148341 0.026189402273464 0.020483399920046 0.003864573917186 -0.030562526622619 0.049639273218524 -0.031274628014246 0.055118568052491 -0.127142111642739 -0.085260294292349 0.111117156136249 -0.098496331968936 0.042183113245001 -0.061550415681702 0.858886828791584 -0.175208412337111 0.082645043888322 -0.016926106522281 0.180871181633634 0.390782461121777 -0.025780405058082 -0.006235229224923 -0.110538993852353 -0.119980666724287 0.014112919077721 0.086212946388956 0.029642092156246 -0.037928448731233 
-0.040328186192543 0.051030668553272 -0.010973232158768 0.002894186362252 0.041857707603107 -0.076370899895628 0.051414071507101 0.073721898860207 -0.151432764101474 0.069567759314930 -0.180791538607677 0.167403669274654 -0.076370899895629 -0.068261134218297 0.414610328848423 0.532240639246019 -0.180791538607677 0.041857707603106 -0.002107968763385 0.414610328848424 0.069567759314929 0.002894186362253 -0.068261134218297 -0.151432764101473 -0.010973232158768 0.073721898860207 0.051030668553272 -0.040328186192543 
0.023293719134695 -0.030296284351539 0.011878402791202 0.017228935193067 0.011878402791202 -0.030296284351539 0.023293719134695 -0.040021198932695 0.079669711963388 -0.091174893022731 -0.091174893022731 0.079669711963388 -0.040021198932695 0.029631046685192 -0.107095469123412 0.903486006271295 -0.107095469123412 0.029631046685192 -0.014814242523463 0.253632949303407 0.253632949303406 -0.014814242523463 -0.040904897488357 -0.155160746117637 -0.040904897488357 0.064218062915989 0.064218062915988 -0.041588010050074 
0.051414071507101 -0.076370899895628 0.041857707603107 0.002894186362252 -0.010973232158768 0.051030668553272 -0.040328186192543 -0.076370899895629 0.167403669274655 -0.180791538607677 0.069567759314930 -0.151432764101474 0.073721898860207 0.041857707603107 -0.180791538607678 0.532240639246019 0.414610328848424 -0.068261134218296 0.002894186362252 0.069567759314929 0.414610328848424 -0.002107968763385 -0.010973232158768 -0.151432764101473 -0.068261134218297 0.051030668553273 0.073721898860207 -0.040328186192542 
-0.031274628014247 0.049639273218525 -0.030562526622619 0.003864573917186 0.020483399920046 0.026189402273464 -0.024864389148341 0.042183113245002 -0.098496331968936 0.111117156136249 -0.085260294292349 -0.127142111642738 0.055118568052490 -0.016926106522281 0.082645043888323 -0.175208412337111 0.858886828791583 -0.061550415681701 -0.006235229224923 -0.025780405058081 0.390782461121776 0.180871181633634 0.014112919077721 -0.119980666724287 -0.110538993852353 0.029642092156246 0.086212946388956 -0.037928448731233 
0.000000000000000 -0.000000000000000 -0.000000000000000 0.000000000000000 -0.000000000000000 0.000000000000000 0.057792000000000 -0.000000000000000 -0.000000000000000 -0.000000000000001 0.000000000000001 -0.000000000000000 -0.176878875337627 0.000000000000000 0.000000000000000 -0.000000000000000 -0.000000000000000 0.517813199707795 0.000000000000000 -0.000000000000000 0.000000000000000 0.739737600000000 -0.000000000000000 0.000000000000000 -0.208138902758963 0.000000000000000 0.108202978388796 -0.038528000000000 
-0.000000000000000 -0.000000000000000 -0.000000000000000 0.000000000000000 -0.000000000000000 -0.000000000000000 0.000000000000000 -0.000000000000000 0.000000000000000 0.000000000000000 -0.000000000000000 0.000000000000000 -0.000000000000000 0.000000000000000 -0.000000000000000 0.000000000000000 -0.000000000000000 0.000000000000000 1.000000000000000 -0.000000000000000 -0.000000000000000 -0.000000000000000 0.000000000000000 0.000000000000000 0.000000000000000 -0.000000000000000 -0.000000000000000 -0.000000000000000 
-0.037928448731233 0.029642092156246 0.014112919077720 -0.006235229224923 -0.016926106522281 0.042183113245001 -0.031274628014246 0.086212946388957 -0.119980666724288 -0.025780405058081 0.082645043888322 -0.098496331968936 0.049639273218524 -0.110538993852353 0.390782461121776 -0.175208412337110 0.111117156136249 -0.030562526622619 0.180871181633633 0.858886828791584 -0.085260294292350 0.003864573917186 -0.061550415681701 -0.127142111642737 0.020483399920046 0.055118568052490 0.026189402273463 -0.024864389148341 
0.017848648356858 -0.016495972045039 -0.000074167312924 0.018070966243429 0.016472725568284 -0.059864370829758 0.049815573962966 -0.036869684400987 0.054274611045502 -0.041233985118282 -0.114352903853044 0.157491718934767 -0.087771727186928 0.038120661095504 -0.092090684672743 0.430996141985350 -0.223925974519722 0.069001630507966 -0.043180849473693 0.771658789899651 0.295900141923431 -0.029577977140515 -0.074266136226332 -0.152159604733028 -0.033501055841938 0.069792876019444 0.055617311067892 -0.039696703256111 
0.049815573962966 -0.059864370829758 0.016472725568284 0.018070966243429 -0.000074167312925 -0.016495972045039 0.017848648356858 -0.087771727186928 0.157491718934767 -0.114352903853044 -0.041233985118281 0.054274611045502 -0.036869684400987 0.069001630507967 -0.223925974519722 0.430996141985350 -0.092090684672742 0.038120661095503 -0.029577977140515 0.295900141923431 0.771658789899650 -0.043180849473692 -0.033501055841938 -0.152159604733028 -0.074266136226332 0.055617311067892 0.069792876019444 -0.039696703256111 
-0.031274628014247 0.042183113245002 -0.016926106522282 -0.006235229224923 0.014112919077720 0.029642092156246 -0.037928448731233 0.049639273218525 -0.098496331968937 0.082645043888323 -0.025780405058082 -0.119980666724287 0.086212946388956 -0.030562526622619 0.111117156136249 -0.175208412337111 0.390782461121776 -0.110538993852353 0.003864573917186 -0.085260294292349 0.858886828791583 0.180871181633634 0.020483399920046 -0.127142111642737 -0.061550415681701 0.026189402273464 0.055118568052490 -0.024864389148341 
-0.000000000000000 -0.000000000000000 0.000000000000000 0.000000000000000 -0.000000000000000 0.000000000000000 -0.000000000000000 -0.000000000000000 0.000000000000000 -0.000000000000000 0.000000000000000 -0.000000000000000 0.000000000000000 0.000000000000000 0.000000000000000 -0.000000000000000 0.000000000000000 0.000000000000000 0.000000000000000 0.000000000000000 0.000000000000000 1.000000000000000 -0.000000000000000 0.000000000000000 -0.000000000000000 -0.000000000000000 0.000000000000000 0.000000000000000 
-0.038528000000000 -0.000000000000000 -0.000000000000000 -0.000000000000000 -0.000000000000000 -0.000000000000000 -0.000000000000000 0.108202978388796 0.000000000000000 0.000000000000000 0.000000000000000 0.000000000000000 0.000000000000000 -0.208138902758963 -0.000000000000000 0.000000000000000 -0.000000000000000 -0.000000000000000 0.739737600000000 -0.000000000000000 0.000000000000000 -0.000000000000000 0.517813199707794 0.000000000000000 0.000000000000000 -0.176878875337628 0.000000000000000 0.057792000000000 
0.005699447907650 -0.005393458965050 -0.001596032842384 -0.007021421957680 -0.005934307646041 0.030261562196531 -0.027644978039447 -0.011746982560998 0.018024587918516 0.015626587341138 0.043348334487909 -0.080054739842181 0.050307157951997 0.013362634758732 -0.057340630818838 -0.127692950697666 0.113589881975657 -0.042233155519305 -0.005485780526398 0.977344204115307 -0.130573860828975 0.022399483670535 0.122847971390885 0.165143579559561 0.002938506298726 -0.070904439028384 -0.040722036526961 0.033450836227166 
0.044870575790515 -0.041210292893001 -0.001414243988280 0.013015435097389 -0.001414243988280 -0.041210292893001 0.044870575790515 -0.090637565497874 0.127315244723282 -0.037962579553603 -0.037962579553603 0.127315244723282 -0.090637565497873 0.091721766120500 -0.230967907504701 0.181646216049576 -0.230967907504700 0.091721766120500 -0.072610188598200 0.539839364412900 0.539839364412899 -0.072610188598199 -0.014681716979411 0.240900213933264 -0.014681716979411 -0.044096831771401 -0.044096831771401 0.024106886398316 
-0.027644978039446 0.030261562196531 -0.005934307646040 -0.007021421957680 -0.001596032842384 -0.005393458965050 0.005699447907650 0.050307157951997 -0.080054739842181 0.043348334487910 0.015626587341138 0.018024587918516 -0.011746982560999 -0.042233155519305 0.113589881975656 -0.127692950697666 -0.057340630818838 0.013362634758732 0.022399483670535 -0.130573860828974 0.977344204115306 -0.005485780526398 0.002938506298726 0.165143579559560 0.122847971390885 -0.040722036526961 -0.070904439028384 0.033450836227165 
-0.000000000000000 -0.000000000000000 0.000000000000000 0.000000000000000 -0.000000000000000 0.000000000000000 -0.038528000000000 -0.000000000000000 0.000000000000000 -0.000000000000000 0.000000000000000 0.000000000000000 0.108202978388796 0.000000000000000 -0.000000000000001 0.000000000000000 0.000000000000000 -0.208138902758963 -0.000000000000000 0.000000000000000 -0.000000000000000 0.739737600000000 0.000000000000000 -0.000000000000001 0.517813199707795 -0.000000000000000 -0.176878875337627 0.057792000000000 
-0.015672000000000 -0.000000000000000 -0.000000000000000 0.000000000000000 -0.000000000000000 0.000000000000000 -0.000000000000000 0.043001283962825 0.000000000000000 -0.000000000000000 -0.000000000000000 -0.000000000000000 0.000000000000000 -0.076038187079504 -0.000000000000001 0.000000000000000 0.000000000000000 -0.000000000000000 0.175526400000000 0.000000000000001 -0.000000000000000 0.000000000000000 0.959576541160875 0.000000000000000 -0.000000000000000 -0.122962038044196 -0.000000000000000 0.036568000000000 
0.036130560369606 -0.021739612935097 -0.007515095678431 -0.002986221454847 0.000332637020832 0.016570729604350 -0.020265002872097 -0.082224065072424 0.075552377064732 0.019722374042550 0.010532651942973 -0.048899528208579 0.041659072770528 0.104399039390122 -0.174952892954427 -0.052658441022599 0.084389439770948 -0.044293746509154 -0.124093408848681 0.572090891434150 -0.132475699756900 0.038907922882339 0.187255301320606 0.697811903431283 -0.030332679991331 -0.094620191868107 -0.098625189515376 0.050326875643033 
-0.020265002872098 0.016570729604349 0.000332637020832 -0.002986221454847 -0.007515095678431 -0.021739612935097 0.036130560369606 0.041659072770528 -0.048899528208579 0.010532651942973 0.019722374042551 0.075552377064731 -0.082224065072424 -0.044293746509154 0.084389439770948 -0.052658441022599 -0.174952892954427 0.104399039390122 0.038907922882339 -0.132475699756900 0.572090891434149 -0.124093408848681 -0.030332679991331 0.697811903431282 0.187255301320606 -0.098625189515376 -0.094620191868107 0.050326875643033 
0.000000000000000 0.000000000000000 0.000000000000000 0.000000000000000 -0.000000000000000 0.000000000000000 -0.015672000000000 -0.000000000000000 0.000000000000000 -0.000000000000000 0.000000000000000 0.000000000000000 0.043001283962825 -0.000000000000000 0.000000000000000 0.000000000000000 -0.000000000000000 -0.076038187079504 -0.000000000000000 -0.000000000000000 0.000000000000000 0.175526400000000 0.000000000000000 -0.000000000000001 0.959576541160875 -0.000000000000000 -0.122962038044196 0.036568000000000 
0.022848000000000 0.000000000000000 -0.000000000000000 -0.000000000000000 -0.000000000000000 0.000000000000000 -0.000000000000000 -0.061627885356124 0.000000000000000 0.000000000000000 0.000000000000000 0.000000000000000 -0.000000000000000 0.102985338043946 -0.000000000000000 0.000000000000000 -0.000000000000000 0.000000000000000 -0.194969600000000 0.000000000000000 0.000000000000000 -0.000000000000000 0.839304168268288 -0.000000000000001 0.000000000000000 0.382851979043892 -0.000000000000000 -0.091392000000001 
-0.008893352076698 0.004757986241750 0.001821019102579 0.000219786520746 0.001821019102579 0.004757986241750 -0.008893352076699 0.020384476613519 -0.016486642307944 -0.003735717855099 -0.003735717855100 -0.016486642307944 0.020384476613519 -0.025562563780582 0.034713228375467 0.009902289480445 0.034713228375467 -0.025562563780582 0.029132888662340 -0.080708946078271 -0.080708946078271 0.029132888662340 -0.030160563569630 0.999180645650199 -0.030160563569630 0.087614933082532 0.087614933082532 -0.035056214471314 
0.000000000000000 -0.000000000000000 -0.000000000000000 0.000000000000000 0.000000000000000 0.000000000000000 0.022848000000000 -0.000000000000000 0.000000000000001 -0.000000000000000 0.000000000000000 -0.000000000000000 -0.061627885356124 -0.000000000000000 -0.000000000000001 0.000000000000000 -0.000000000000000 0.102985338043945 0.000000000000000 0.000000000000001 -0.000000000000001 -0.194969600000000 -0.000000000000000 -0.000000000000000 0.839304168268288 0.000000000000000 0.382851979043891 -0.091392000000000 
0.006832000000000 0.000000000000000 -0.000000000000000 0.000000000000000 -0.000000000000000 0.000000000000000 0.000000000000000 -0.018188053841261 -0.000000000000000 0.000000000000001 -0.000000000000000 0.000000000000001 -0.000000000000000 0.029183272419354 -0.000000000000000 -0.000000000000000 -0.000000000000000 0.000000000000000 -0.049190400000001 0.000000000000000 0.000000000000000 -0.000000000000000 0.111819492934718 -0.000000000000001 0.000000000000001 0.981031688487192 -0.000000000000000 -0.061488000000001 
0.000000000000000 -0.000000000000000 0.000000000000000 -0.000000000000000 0.000000000000000 -0.000000000000000 0.006832000000000 -0.000000000000000 0.000000000000000 -0.000000000000000 -0.000000000000000 0.000000000000000 -0.018188053841261 0.000000000000000 -0.000000000000000 0.000000000000000 -0.000000000000000 0.029183272419354 -0.000000000000000 0.000000000000000 -0.000000000000001 -0.049190400000000 0.000000000000000 0.000000000000000 0.111819492934716 0.000000000000000 0.981031688487191 -0.061488000000000 
0.000000000000000 0.000000000000000 0.000000000000000 0.000000000000000 0.000000000000000 0.000000000000000 0.000000000000000 0.000000000000000 0.000000000000000 0.000000000000000 0.000000000000000 0.000000000000000 0.000000000000000 0.000000000000000 0.000000000000000 0.000000000000000 0.000000000000000 0.000000000000000 0.000000000000000 0.000000000000000 0.000000000000000 0.000000000000000 0.000000000000000 0.000000000000000 0.000000000000000 0.000000000000000 0.000000000000000 1.000000000000000 
******************************************
Plotting triangulation
100 3
40 46 39 
4 15 14 
48 47 41 
34 33 25 
14 3 4 
22 13 23 
32 23 24 
40 39 32 
46 40 47 
31 32 39 
24 25 33 
58 53 54 
46 45 39 
57 60 56 
58 57 53 
27 17 18 
27 36 35 
35 34 26 
18 17 7 
5 15 4 
19 28 18 
12 11 1 
2 12 1 
22 21 12 
13 2 3 
13 12 2 
23 14 24 
13 3 14 
25 26 34 
16 26 25 
31 22 23 
13 14 23 
14 15 24 
5 6 16 
15 25 24 
15 16 25 
1 11 0 
12 21 11 
13 22 12 
31 39 38 
38 30 31 
21 22 30 
45 38 39 
22 31 30 
23 32 31 
57 56 52 
51 46 52 
51 45 46 
52 56 51 
60 57 61 
47 53 52 
53 48 54 
33 40 32 
41 47 40 
24 33 32 
34 41 33 
46 47 52 
43 50 49 
33 41 40 
43 35 36 
52 53 57 
29 37 28 
47 48 53 
41 34 42 
61 58 62 
27 35 26 
63 61 64 
63 60 61 
59 58 54 
61 57 58 
63 64 65 
61 62 64 
58 59 62 
54 48 49 
59 54 55 
54 49 55 
42 34 35 
55 49 50 
43 49 42 
44 36 37 
43 42 35 
8 19 18 
37 36 28 
48 42 49 
48 41 42 
17 27 26 
28 36 27 
44 43 36 
44 50 43 
5 16 15 
17 26 16 
17 16 6 
20 29 19 
17 6 7 
8 18 7 
28 27 18 
9 20 19 
9 19 8 
29 28 19 
9 10 20 
******************************************
Cubature r-coordinates
73 1
-0.333333333333333 
-0.012131216528029 
-0.975737566943942 
-0.012131216528029 
-0.230136518749796 
-0.539726962500408 
-0.230136518749796 
-0.499402807850562 
-0.001194384298875 
-0.499402807850563 
-0.710045241598598 
0.420090483197196 
-0.710045241598598 
-0.903019171569391 
0.806038343138783 
-0.903019171569391 
-0.972866921676664 
0.945733843353328 
-0.972866921676664 
-0.859848143426920 
0.852682278520227 
-0.992834135093306 
0.852682278520227 
-0.992834135093306 
-0.859848143426920 
-0.592208428296456 
0.573110619333459 
-0.980902191037003 
0.573110619333459 
-0.980902191037003 
-0.592208428296456 
-0.316660705097116 
0.294011442575493 
-0.977350737478378 
0.294011442575493 
-0.977350737478378 
-0.316660705097116 
-0.762708275393600 
0.720805143081058 
-0.958096867687458 
0.720805143081058 
-0.958096867687458 
-0.762708275393600 
-0.499464753852078 
0.389673957377540 
-0.890209203525462 
0.389673957377540 
-0.890209203525462 
-0.499464753852078 
-0.730193961187213 
0.595225312221749 
-0.865031351034536 
0.595225312221749 
-0.865031351034535 
-0.730193961187213 
-0.213662181077459 
0.092159471784540 
-0.878497290707081 
0.092159471784540 
-0.878497290707081 
-0.213662181077459 
-0.268906542375276 
-0.010964677486621 
-0.720128780138103 
-0.010964677486621 
-0.720128780138103 
-0.268906542375276 
-0.507963230765286 
0.233062121320884 
-0.725098890555598 
0.233062121320884 
-0.725098890555598 
-0.507963230765286 
******************************************
Cubature s-coordinates
73 1
-0.333333333333333 
-0.012131216528029 
-0.012131216528029 
-0.975737566943942 
-0.230136518749796 
-0.230136518749796 
-0.539726962500408 
-0.499402807850562 
-0.499402807850563 
-0.001194384298875 
-0.710045241598598 
-0.710045241598598 
0.420090483197196 
-0.903019171569391 
-0.903019171569391 
0.806038343138783 
-0.972866921676664 
-0.972866921676664 
0.945733843353328 
0.852682278520227 
-0.859848143426920 
0.852682278520227 
-0.992834135093306 
-0.859848143426920 
-0.992834135093306 
0.573110619333459 
-0.592208428296456 
0.573110619333459 
-0.980902191037003 
-0.592208428296456 
-0.980902191037003 
0.294011442575493 
-0.316660705097116 
0.294011442575493 
-0.977350737478378 
-0.316660705097116 
-0.977350737478378 
0.720805143081058 
-0.762708275393600 
0.720805143081058 
-0.958096867687458 
-0.762708275393600 
-0.958096867687458 
0.389673957377540 
-0.499464753852078 
0.389673957377540 
-0.890209203525462 
-0.499464753852078 
-0.890209203525462 
0.595225312221749 
-0.730193961187213 
0.595225312221749 
-0.865031351034536 
-0.730193961187213 
-0.865031351034535 
0.092159471784540 
-0.213662181077459 
0.092159471784540 
-0.878497290707081 
-0.213662181077459 
-0.878497290707081 
-0.010964677486621 
-0.268906542375276 
-0.010964677486621 
-0.720128780138103 
-0.268906542375276 
-0.720128780138103 
0.233062121320884 
-0.507963230765286 
0.233062121320884 
-0.725098890555598 
-0.507963230765286 
-0.725098890555598 
******************************************
Cubature weights
73 1
0.044365924378076 
0.019118866558615 
0.019118866558615 
0.019118866558615 
0.049294282264207 
0.049294282264207 
0.049294282264207 
0.060654125981259 
0.060654125981259 
0.060654125981259 
0.031366231844497 
0.031366231844497 
0.031366231844497 
0.016173035699059 
0.016173035699059 
0.016173035699059 
0.004750076743416 
0.004750076743416 
0.004750076743416 
0.004329998364046 
0.004329998364046 
0.004329998364046 
0.004329998364046 
0.004329998364046 
0.004329998364046 
0.012300136592151 
0.012300136592151 
0.012300136592151 
0.012300136592151 
0.012300136592151 
0.012300136592151 
0.017146550496094 
0.017146550496094 
0.017146550496094 
0.017146550496094 
0.017146550496094 
0.017146550496094 
0.010992784367686 
0.010992784367686 
0.010992784367686 
0.010992784367686 
0.010992784367686 
0.010992784367686 
0.033988423627451 
0.033988423627451 
0.033988423627451 
0.033988423627451 
0.033988423627451 
0.033988423627451 
0.025768775250048 
0.025768775250048 
0.025768775250048 
0.025768775250048 
0.025768775250048 
0.025768775250048 
0.040023698716305 
0.040023698716305 
0.040023698716305 
0.040023698716305 
0.040023698716305 
0.040023698716305 
0.045277248097616 
0.045277248097616 
0.045277248097616 
0.045277248097616 
0.045277248097616 
0.045277248097616 
0.045433087546729 
0.045433087546729 
0.045433087546729 
0.045433087546729 
0.045433087546729 
0.045433087546729 
******************************************
Cubature Interpolation Matrix
73 28
-0.000000000000000 -0.000000000000000 0.000000000000000 0.000000000000000 -0.000000000000000 0.000000000000000 -0.000000000000000 -0.000000000000000 0.000000000000001 -0.000000000000001 0.000000000000000 -0.000000000000001 0.000000000000000 0.000000000000000 -0.000000000000002 1.000000000000000 0.000000000000001 -0.000000000000000 -0.000000000000000 0.000000000000001 0.000000000000001 0.000000000000000 -0.000000000000000 -0.000000000000001 -0.000000000000000 0.000000000000000 0.000000000000000 -0.000000000000000 
-0.031644780474253 0.045994881310242 -0.023471129810117 -0.000417573017361 0.010387374835598 0.002597295098583 -0.006849841727738 0.045994881310242 -0.095977773497740 0.089539242768059 -0.041698324404017 -0.026260698538548 0.019258698686642 -0.023471129810117 0.089539242768059 -0.142607554637191 0.168719512955147 -0.030166862108674 -0.000417573017361 -0.041698324404017 0.168719512955147 0.854964956513551 0.010387374835598 -0.026260698538548 -0.030166862108674 0.002597295098583 0.019258698686642 -0.006849841727738 
-0.006849841727738 0.002597295098583 0.010387374835598 -0.000417573017362 -0.023471129810117 0.045994881310242 -0.031644780474253 0.019258698686642 -0.026260698538548 -0.041698324404017 0.089539242768059 -0.095977773497739 0.045994881310242 -0.030166862108674 0.168719512955147 -0.142607554637191 0.089539242768059 -0.023471129810117 0.854964956513551 0.168719512955148 -0.041698324404017 -0.000417573017362 -0.030166862108674 -0.026260698538548 0.010387374835598 0.019258698686642 0.002597295098583 -0.006849841727738 
-0.006849841727738 0.019258698686642 -0.030166862108674 0.854964956513551 -0.030166862108674 0.019258698686642 -0.006849841727738 0.002597295098583 -0.026260698538548 0.168719512955148 0.168719512955148 -0.026260698538548 0.002597295098583 0.010387374835598 -0.041698324404017 -0.142607554637192 -0.041698324404017 0.010387374835598 -0.000417573017362 0.089539242768060 0.089539242768060 -0.000417573017362 -0.023471129810117 -0.095977773497740 -0.023471129810117 0.045994881310242 0.045994881310242 -0.031644780474253 
0.054329048525480 -0.081097244739057 0.044841509930398 0.004507332507810 -0.015432766749307 0.045859994354820 -0.033924582172693 -0.081097244739057 0.180301547893672 -0.201737949065939 0.080691179587060 -0.126157273259492 0.058679248632277 0.044841509930398 -0.201737949065940 0.717398190303231 0.304465192080804 -0.049116664089417 0.004507332507810 0.080691179587060 0.304465192080804 -0.015184740756906 -0.015432766749307 -0.126157273259492 -0.049116664089418 0.045859994354820 0.058679248632276 -0.033924582172693 
-0.033924582172693 0.045859994354820 -0.015432766749307 0.004507332507810 0.044841509930398 -0.081097244739057 0.054329048525480 0.058679248632277 -0.126157273259492 0.080691179587059 -0.201737949065939 0.180301547893672 -0.081097244739057 -0.049116664089417 0.304465192080803 0.717398190303232 -0.201737949065939 0.044841509930398 -0.015184740756906 0.304465192080804 0.080691179587060 0.004507332507810 -0.049116664089418 -0.126157273259492 -0.015432766749307 0.058679248632277 0.045859994354820 -0.033924582172693 
-0.033924582172693 0.058679248632277 -0.049116664089417 -0.015184740756906 -0.049116664089418 0.058679248632277 -0.033924582172693 0.045859994354820 -0.126157273259492 0.304465192080803 0.304465192080803 -0.126157273259492 0.045859994354820 -0.015432766749307 0.080691179587059 0.717398190303232 0.080691179587060 -0.015432766749307 0.004507332507810 -0.201737949065939 -0.201737949065940 0.004507332507810 0.044841509930398 0.180301547893672 0.044841509930398 -0.081097244739057 -0.081097244739057 0.054329048525480 
-0.041922574396227 0.065950913337447 -0.059238885478651 -0.048746468185414 0.076325719633293 -0.086126953472221 0.045871223086994 0.065950913337447 -0.154696140159386 0.548985424394343 -0.233750463445385 0.145275412147033 -0.050612334919233 -0.059238885478651 0.548985424394343 0.541718613723999 -0.096983788050484 0.008545954760845 -0.048746468185414 -0.233750463445385 -0.096983788050485 0.023908593214484 0.076325719633292 0.145275412147033 0.008545954760844 -0.086126953472221 -0.050612334919233 0.045871223086994 
