******************************************
Nodal r-coordinates
21 1
-1.000000000000000 
0.032271106389539 -0.300654419881961 0.369705679435807 1.291516558131954 0.373347227646209 0.098702596757502 0.119318651380449 -0.046404969366478 -1.627899530300695 -1.627899530300694 -0.046404969366478 0.119318651380449 0.032271106389539 -0.300654419881963 0.369705679435807 1.291516558131955 0.373347227646208 0.098702596757502 
-0.568496260837751 1.406001028118224 -1.658135784853951 0.556045725549774 2.544853159305531 -0.200501516949319 -0.484951047853569 2.804462536330321 16.000000000000014 3.322875655532302 -0.912087754841086 0.269700610832039 -0.693003864025544 0.494247161027126 1.909443937706800 -2.057699539064796 -1.579505250767175 -0.153248795208917 
-0.153248795208917 -1.579505250767178 -2.057699539064791 1.909443937706800 0.494247161027121 -0.693003864025545 -0.568496260837752 1.406001028118225 -1.658135784853957 0.556045725549775 2.544853159305537 -0.200501516949318 0.269700610832040 -0.912087754841086 3.322875655532306 16.000000000000018 2.804462536330313 -0.484951047853570 
0.082318517604749 0.153693373452550 -0.975851956605339 -0.975851956605338 0.153693373452549 0.082318517604749 -0.026623468252263 0.024222874465479 0.312489981047266 -1.932719027509001 -1.288565653182609 -0.344055026844159 -0.026623468252262 0.024222874465478 0.312489981047268 -1.932719027509004 -1.288565653182604 -0.344055026844157 
-0.693003864025545 0.494247161027122 1.909443937706800 -2.057699539064792 -1.579505250767177 -0.153248795208918 0.269700610832040 -0.912087754841085 3.322875655532302 16.000000000000004 2.804462536330320 -0.484951047853568 -0.568496260837750 1.406001028118226 -1.658135784853955 0.556045725549776 2.544853159305530 -0.200501516949320 
0.265828298226716 1.723294358295575 2.520526199713454 0.749100285382560 -2.040594381577183 -0.699973155253402 -0.057574338930919 0.192540965623166 -0.486692468873766 1.418136552760716 -4.224895281679395 0.640302966312478 -0.237781177984232 0.677124344467704 -1.337154606781425 4.111446491958844 15.999999999999989 1.786364948339092 
-0.699973155253403 -2.040594381577186 0.749100285382567 2.520526199713458 1.723294358295572 0.265828298226716 -0.237781177984233 0.677124344467707 -1.337154606781428 4.111446491958859 16.000000000000036 1.786364948339097 -0.057574338930920 0.192540965623171 -0.486692468873772 1.418136552760727 -4.224895281679394 0.640302966312474 
-0.699999999999998 -3.973987041127400 -5.826012958872623 -5.826012958872616 -3.973987041127403 -0.700000000000001 0.499999999999999 -1.349913314190486 2.244684648176164 -4.036187270305343 10.141415936319694 13.499999999999988 0.499999999999998 -1.349913314190484 2.244684648176161 -4.036187270305335 10.141415936319673 13.499999999999979 
******************************************
Plotting r-coordinates
55 1
-1.000000000000000 
-0.777777777777778 
-0.555555555555556 
-0.333333333333333 
-0.111111111111111 
0.111111111111111 
0.333333333333333 
0.555555555555556 
0.777777777777778 
1.000000000000000 
-1.000000000000000 
-0.777777777777778 
-0.555555555555556 
-0.333333333333333 
-0.111111111111111 
0.111111111111111 
0.333333333333333 
0.555555555555555 
0.777777777777778 
-1.000000000000000 
-0.777777777777778 
-0.555555555555556 
-0.333333333333333 
-0.111111111111111 
0.111111111111111 
0.333333333333333 
0.555555555555556 
-1.000000000000000 
-0.777777777777778 
-0.555555555555556 
-0.333333333333333 
-0.111111111111111 
0.111111111111111 
0.333333333333333 
-1.000000000000000 
-0.777777777777778 
-0.555555555555556 
-0.333333333333333 
-0.111111111111111 
0.111111111111111 
-1.000000000000000 
-0.777777777777778 
-0.555555555555556 
-0.333333333333333 
-0.111111111111111 
-1.000000000000000 
-0.777777777777778 
-0.555555555555556 
-0.333333333333333 
-1.000000000000000 
-0.777777777777778 
-0.555555555555556 
-1.000000000000000 
-0.777777777777778 
-1.000000000000000 
******************************************
Plotting s-coordinates
55 1
-1.000000000000000 
-1.000000000000000 
-1.000000000000000 
-1.000000000000000 
-1.000000000000000 
-1.000000000000000 
-1.000000000000000 
-1.000000000000000 
-1.000000000000000 
-1.000000000000000 
-0.777777777777778 
-0.777777777777778 
-0.777777777777778 
-0.777777777777778 
-0.777777777777778 
-0.777777777777778 
-0.777777777777778 
-0.777777777777778 
-0.777777777777778 
-0.555555555555556 
-0.555555555555556 
-0.555555555555556 
-0.555555555555556 
-0.555555555555555 
-0.555555555555556 
-0.555555555555556 
-0.555555555555556 
-0.333333333333333 
-0.333333333333333 
-0.333333333333333 
-0.333333333333333 
-0.333333333333333 
-0.333333333333333 
-0.333333333333333 
-0.111111111111111 
-0.111111111111111 
-0.111111111111111 
-0.111111111111111 
-0.111111111111111 
-0.111111111111111 
0.111111111111111 
0.111111111111111 
0.111111111111111 
0.111111111111111 
0.111111111111111 
0.333333333333333 
0.333333333333333 
0.333333333333333 
0.333333333333333 
0.555555555555556 
0.555555555555556 
0.555555555555556 
0.777777777777778 
0.777777777777778 
1.000000000000000 
******************************************
Plotting Interpolation Matrix
55 21
1.000000000000000 0.000000000000000 0.000000000000000 0.000000000000000 0.000000000000000 0.000000000000000 0.000000000000000 0.000000000000000 0.000000000000000 0.000000000000000 0.000000000000000 0.000000000000000 0.000000000000000 0.000000000000000 0.000000000000000 0.000000000000000 0.000000000000000 0.000000000000000 0.000000000000000 0.000000000000000 0.000000000000000 
0.023980084336736 0.998002229647879 -0.031212450646253 0.014462315574069 -0.008229689454522 0.002997510542092 -0.000000000000000 -0.000000000000000 -0.000000000000000 0.000000000000000 0.000000000000000 0.000000000000000 -0.000000000000000 0.000000000000000 -0.000000000000000 0.000000000000000 -0.000000000000000 -0.000000000000000 -0.000000000000000 0.000000000000000 0.000000000000000 
-0.128384900675710 0.648951271174937 0.608952568473186 -0.195786214357522 0.102948675578169 -0.036681400193060 -0.000000000000000 0.000000000000000 -0.000000000000000 0.000000000000000 -0.000000000000000 0.000000000000000 -0.000000000000000 -0.000000000000000 0.000000000000000 0.000000000000000 -0.000000000000000 0.000000000000000 -0.000000000000000 -0.000000000000000 0.000000000000000 
-0.024691358024691 0.090847660976890 0.987254087390053 -0.076772411676780 0.035707700346874 -0.012345679012346 -0.000000000000000 0.000000000000000 -0.000000000000000 -0.000000000000000 0.000000000000000 0.000000000000000 -0.000000000000000 -0.000000000000000 -0.000000000000000 0.000000000000000 -0.000000000000000 0.000000000000000 -0.000000000000000 -0.000000000000000 0.000000000000000 
0.057663973987705 -0.186756423835039 0.849256892353583 0.373093742800206 -0.139389364496620 0.046131179190164 -0.000000000000000 0.000000000000000 -0.000000000000000 -0.000000000000000 0.000000000000000 0.000000000000000 -0.000000000000000 -0.000000000000000 0.000000000000000 0.000000000000000 0.000000000000000 0.000000000000000 0.000000000000000 -0.000000000000000 0.000000000000000 
0.046131179190164 -0.139389364496620 0.373093742800206 0.849256892353584 -0.186756423835039 0.057663973987705 -0.000000000000000 0.000000000000000 -0.000000000000000 -0.000000000000000 0.000000000000000 0.000000000000000 -0.000000000000000 0.000000000000000 0.000000000000000 0.000000000000000 -0.000000000000000 0.000000000000000 -0.000000000000000 0.000000000000000 -0.000000000000000 
-0.012345679012346 0.035707700346874 -0.076772411676779 0.987254087390052 0.090847660976890 -0.024691358024691 -0.000000000000000 0.000000000000000 -0.000000000000000 0.000000000000000 0.000000000000000 0.000000000000000 -0.000000000000000 0.000000000000000 0.000000000000000 0.000000000000000 -0.000000000000000 -0.000000000000000 -0.000000000000000 0.000000000000000 -0.000000000000000 
-0.036681400193060 0.102948675578169 -0.195786214357521 0.608952568473185 0.648951271174937 -0.128384900675710 -0.000000000000000 0.000000000000000 -0.000000000000000 0.000000000000000 -0.000000000000000 0.000000000000000 -0.000000000000000 -0.000000000000000 -0.000000000000000 0.000000000000000 0.000000000000000 -0.000000000000000 -0.000000000000000 0.000000000000000 0.000000000000000 
0.002997510542092 -0.008229689454523 0.014462315574070 -0.031212450646255 0.998002229647879 0.023980084336737 -0.000000000000000 0.000000000000000 -0.000000000000000 0.000000000000000 -0.000000000000000 -0.000000000000000 0.000000000000000 -0.000000000000000 0.000000000000000 -0.000000000000000 0.000000000000000 -0.000000000000000 0.000000000000000 -0.000000000000000 0.000000000000000 
0.000000000000000 0.000000000000000 0.000000000000000 0.000000000000000 0.000000000000000 1.000000000000000 0.000000000000000 0.000000000000000 0.000000000000000 0.000000000000000 0.000000000000000 0.000000000000000 0.000000000000000 0.000000000000000 0.000000000000000 0.000000000000000 0.000000000000000 0.000000000000000 0.000000000000000 0.000000000000000 0.000000000000000 
0.023980084336737 0.000000000000001 -0.000000000000000 0.000000000000000 -0.000000000000000 0.000000000000000 0.998002229647878 0.000000000000001 -0.000000000000000 0.000000000000000 -0.000000000000000 -0.031212450646255 -0.000000000000000 -0.000000000000000 0.000000000000000 0.014462315574069 0.000000000000001 -0.000000000000000 -0.008229689454523 -0.000000000000000 0.002997510542092 
-0.077725093928248 0.233138285978575 -0.086701190984449 0.069926542545106 -0.053423974661256 0.023131099710104 0.233138285978575 0.893691890890011 -0.137542828984220 0.050584894775083 -0.013572839677841 -0.086701190984449 -0.137542828984221 0.025245471555766 -0.006146122959867 0.069926542545107 0.050584894775083 -0.006146122959867 -0.053423974661256 -0.013572839677841 0.023131099710104 
0.010970070531135 0.004812122954192 0.199252254253552 -0.114220187773306 0.084047998383661 -0.035907077442319 -0.051724578635532 0.870850900282578 0.291748727473605 -0.092699952420197 0.022749216917092 -0.069006910945155 -0.215608608257775 -0.029564836212076 0.011908720137849 0.079288103260306 0.107696359085034 -0.002486973183210 -0.075898691358934 -0.033293711897360 0.037087054846861 
0.059491905626985 -0.127694643789408 0.286115075818157 -0.094483537721367 0.074353629057132 -0.032322188501245 -0.082013460891621 0.472225512833009 0.760338235069780 -0.129993770106225 0.026907800681762 -0.026180298994739 -0.231120964887269 -0.114843607358707 0.022441192266747 0.062968240881219 0.150354996316390 0.012762712827400 -0.080355570818094 -0.054241814245518 0.045290555935614 
0.025128690206753 -0.057678081884697 0.117375301206552 0.117375301206552 -0.057678081884697 0.025128690206753 -0.021658364326826 0.070442361969629 0.951703833222084 0.070442361969629 -0.021658364326825 0.009682761498981 -0.191536263714950 -0.191536263714950 0.009682761498981 0.036946897237597 0.165973168501073 0.036946897237597 -0.071540158537776 -0.071540158537776 0.047996710966315 
-0.032322188501245 0.074353629057132 -0.094483537721367 0.286115075818157 -0.127694643789408 0.059491905626985 0.026907800681761 -0.129993770106224 0.760338235069779 0.472225512833010 -0.082013460891621 0.022441192266747 -0.114843607358707 -0.231120964887269 -0.026180298994739 0.012762712827400 0.150354996316390 0.062968240881219 -0.054241814245519 -0.080355570818094 0.045290555935614 
-0.035907077442320 0.084047998383661 -0.114220187773305 0.199252254253552 0.004812122954192 0.010970070531135 0.022749216917092 -0.092699952420196 0.291748727473604 0.870850900282578 -0.051724578635532 0.011908720137848 -0.029564836212076 -0.215608608257776 -0.069006910945154 -0.002486973183210 0.107696359085034 0.079288103260306 -0.033293711897360 -0.075898691358934 0.037087054846861 
0.023131099710104 -0.053423974661256 0.069926542545107 -0.086701190984449 0.233138285978575 -0.077725093928248 -0.013572839677841 0.050584894775083 -0.137542828984221 0.893691890890011 0.233138285978575 -0.006146122959867 0.025245471555767 -0.137542828984220 -0.086701190984449 -0.006146122959867 0.050584894775083 0.069926542545107 -0.013572839677841 -0.053423974661256 0.023131099710104 
0.000000000000000 0.000000000000000 -0.000000000000000 -0.000000000000000 0.000000000000000 0.023980084336737 0.000000000000000 -0.000000000000000 0.000000000000000 -0.000000000000000 0.998002229647879 -0.000000000000000 -0.000000000000000 0.000000000000000 -0.031212450646254 0.000000000000000 0.000000000000000 0.014462315574069 -0.000000000000000 -0.008229689454523 0.002997510542092 
-0.128384900675710 0.000000000000000 -0.000000000000000 0.000000000000000 -0.000000000000000 0.000000000000000 0.648951271174937 0.000000000000001 -0.000000000000000 0.000000000000000 -0.000000000000000 0.608952568473185 0.000000000000000 0.000000000000000 -0.000000000000000 -0.195786214357521 -0.000000000000000 0.000000000000000 0.102948675578169 -0.000000000000000 -0.036681400193060 
0.010970070531134 -0.051724578635532 -0.069006910945154 0.079288103260306 -0.075898691358934 0.037087054846861 0.004812122954192 0.870850900282578 -0.215608608257775 0.107696359085034 -0.033293711897360 0.199252254253552 0.291748727473605 -0.029564836212076 -0.002486973183210 -0.114220187773305 -0.092699952420197 0.011908720137848 0.084047998383661 0.022749216917092 -0.035907077442319 
0.059959489512327 -0.108715844338596 0.028045951380185 -0.069896817444672 0.070477843875497 -0.035957768919495 -0.108715844338596 0.636627149315167 0.344034231975304 -0.126527391882377 0.038592969716977 0.028045951380185 0.344034231975303 0.022720668289623 0.000293172078619 -0.069896817444672 -0.126527391882376 0.000293172078619 0.070477843875497 0.038592969716976 -0.035957768919495 
0.014287301728446 -0.026778083156124 0.001405956452389 -0.087018707683618 0.085572952317012 -0.044818310174486 -0.022707160826851 0.122447060245214 0.834870225813323 -0.182814756233803 0.054757829686091 -0.015130939121376 0.263250177344805 0.134724751870534 -0.008833406028483 -0.042307220432736 -0.135049352968081 -0.019825116462207 0.059966271606969 0.050153712674365 -0.036153186651384 
-0.044818310174486 0.085572952317013 -0.087018707683618 0.001405956452389 -0.026778083156124 0.014287301728446 0.054757829686091 -0.182814756233804 0.834870225813322 0.122447060245215 -0.022707160826850 -0.008833406028483 0.134724751870533 0.263250177344806 -0.015130939121376 -0.019825116462207 -0.135049352968081 -0.042307220432737 0.050153712674365 0.059966271606969 -0.036153186651384 
-0.035957768919495 0.070477843875497 -0.069896817444672 0.028045951380185 -0.108715844338596 0.059959489512327 0.038592969716977 -0.126527391882377 0.344034231975304 0.636627149315167 -0.108715844338596 0.000293172078619 0.022720668289623 0.344034231975304 0.028045951380185 0.000293172078619 -0.126527391882376 -0.069896817444672 0.038592969716977 0.070477843875497 -0.035957768919495 
0.037087054846861 -0.075898691358934 0.079288103260307 -0.069006910945155 -0.051724578635532 0.010970070531134 -0.033293711897360 0.107696359085034 -0.215608608257775 0.870850900282578 0.004812122954192 -0.002486973183210 -0.029564836212075 0.291748727473605 0.199252254253552 0.011908720137849 -0.092699952420197 -0.114220187773306 0.022749216917092 0.084047998383661 -0.035907077442319 
0.000000000000000 -0.000000000000000 0.000000000000000 -0.000000000000000 0.000000000000000 -0.128384900675710 0.000000000000000 0.000000000000000 0.000000000000000 -0.000000000000000 0.648951271174937 0.000000000000000 -0.000000000000000 0.000000000000000 0.608952568473186 -0.000000000000000 0.000000000000000 -0.195786214357522 -0.000000000000000 0.102948675578168 -0.036681400193060 
-0.024691358024691 -0.000000000000000 0.000000000000000 -0.000000000000000 -0.000000000000000 -0.000000000000000 0.090847660976890 0.000000000000000 0.000000000000000 -0.000000000000000 -0.000000000000000 0.987254087390052 0.000000000000000 0.000000000000000 -0.000000000000000 -0.076772411676780 -0.000000000000000 0.000000000000000 0.035707700346874 0.000000000000000 -0.012345679012346 
0.059491905626984 -0.082013460891621 -0.026180298994739 0.062968240881218 -0.080355570818094 0.045290555935614 -0.127694643789408 0.472225512833009 -0.231120964887269 0.150354996316390 -0.054241814245519 0.286115075818157 0.760338235069778 -0.114843607358707 0.012762712827400 -0.094483537721367 -0.129993770106224 0.022441192266746 0.074353629057132 0.026907800681762 -0.032322188501245 
0.014287301728446 -0.022707160826850 -0.015130939121376 -0.042307220432737 0.059966271606969 -0.036153186651384 -0.026778083156124 0.122447060245214 0.263250177344806 -0.135049352968081 0.050153712674365 0.001405956452389 0.834870225813322 0.134724751870534 -0.019825116462207 -0.087018707683617 -0.182814756233803 -0.008833406028483 0.085572952317012 0.054757829686091 -0.044818310174486 
-0.049068720062217 0.076655042598003 -0.054115002231528 -0.054115002231528 0.076655042598003 -0.049068720062217 0.076655042598003 -0.196225872286970 0.533547844949571 -0.196225872286971 0.076655042598003 -0.054115002231528 0.533547844949570 0.533547844949570 -0.054115002231528 -0.054115002231528 -0.196225872286970 -0.054115002231528 0.076655042598003 0.076655042598003 -0.049068720062217 
-0.036153186651384 0.059966271606969 -0.042307220432737 -0.015130939121376 -0.022707160826850 0.014287301728446 0.050153712674366 -0.135049352968082 0.263250177344806 0.122447060245214 -0.026778083156124 -0.019825116462207 0.134724751870534 0.834870225813322 0.001405956452389 -0.008833406028483 -0.182814756233803 -0.087018707683617 0.054757829686091 0.085572952317012 -0.044818310174486 
0.045290555935614 -0.080355570818094 0.062968240881218 -0.026180298994739 -0.082013460891621 0.059491905626985 -0.054241814245518 0.150354996316390 -0.231120964887269 0.472225512833009 -0.127694643789408 0.012762712827400 -0.114843607358707 0.760338235069779 0.286115075818157 0.022441192266746 -0.129993770106225 -0.094483537721367 0.026907800681762 0.074353629057132 -0.032322188501244 
0.000000000000000 -0.000000000000000 -0.000000000000000 0.000000000000000 -0.000000000000000 -0.024691358024691 -0.000000000000000 0.000000000000000 -0.000000000000001 0.000000000000001 0.090847660976890 0.000000000000000 -0.000000000000000 0.000000000000001 0.987254087390052 0.000000000000000 0.000000000000000 -0.076772411676780 -0.000000000000000 0.035707700346874 -0.012345679012346 
0.057663973987705 -0.000000000000000 0.000000000000000 0.000000000000000 0.000000000000000 -0.000000000000000 -0.186756423835039 -0.000000000000000 0.000000000000000 -0.000000000000000 0.000000000000000 0.849256892353583 0.000000000000000 0.000000000000000 -0.000000000000000 0.373093742800206 0.000000000000000 -0.000000000000000 -0.139389364496620 0.000000000000000 0.046131179190164 
0.025128690206753 -0.021658364326826 0.009682761498981 0.036946897237597 -0.071540158537776 0.047996710966315 -0.057678081884697 0.070442361969629 -0.191536263714950 0.165973168501073 -0.071540158537776 0.117375301206552 0.951703833222083 -0.191536263714950 0.036946897237597 0.117375301206552 0.070442361969629 0.009682761498981 -0.057678081884697 -0.021658364326826 0.025128690206753 
-0.044818310174486 0.054757829686091 -0.008833406028483 -0.019825116462206 0.050153712674365 -0.036153186651384 0.085572952317012 -0.182814756233803 0.134724751870533 -0.135049352968081 0.059966271606969 -0.087018707683617 0.834870225813322 0.263250177344805 -0.042307220432737 0.001405956452389 0.122447060245214 -0.015130939121376 -0.026778083156124 -0.022707160826851 0.014287301728446 
-0.036153186651384 0.050153712674365 -0.019825116462207 -0.008833406028482 0.054757829686091 -0.044818310174486 0.059966271606969 -0.135049352968082 0.134724751870534 -0.182814756233804 0.085572952317013 -0.042307220432737 0.263250177344806 0.834870225813322 -0.087018707683618 -0.015130939121376 0.122447060245214 0.001405956452389 -0.022707160826850 -0.026778083156124 0.014287301728446 
0.047996710966315 -0.071540158537776 0.036946897237597 0.009682761498981 -0.021658364326826 0.025128690206753 -0.071540158537776 0.165973168501072 -0.191536263714949 0.070442361969629 -0.057678081884697 0.036946897237597 -0.191536263714949 0.951703833222083 0.117375301206552 0.009682761498981 0.070442361969629 0.117375301206552 -0.021658364326826 -0.057678081884697 0.025128690206753 
0.000000000000000 -0.000000000000000 -0.000000000000000 0.000000000000000 -0.000000000000000 0.057663973987705 -0.000000000000000 0.000000000000000 -0.000000000000000 -0.000000000000000 -0.186756423835039 -0.000000000000000 0.000000000000000 -0.000000000000000 0.849256892353583 0.000000000000000 -0.000000000000000 0.373093742800206 -0.000000000000000 -0.139389364496620 0.046131179190164 
0.046131179190164 -0.000000000000000 0.000000000000000 0.000000000000000 0.000000000000000 -0.000000000000000 -0.139389364496620 -0.000000000000000 0.000000000000000 -0.000000000000000 -0.000000000000000 0.373093742800206 -0.000000000000000 -0.000000000000000 0.000000000000000 0.849256892353584 -0.000000000000001 0.000000000000000 -0.186756423835039 0.000000000000000 0.057663973987705 
-0.032322188501244 0.026907800681762 0.022441192266746 0.012762712827400 -0.054241814245519 0.045290555935614 0.074353629057132 -0.129993770106225 -0.114843607358707 0.150354996316390 -0.080355570818094 -0.094483537721367 0.760338235069779 -0.231120964887269 0.062968240881219 0.286115075818157 0.472225512833010 -0.026180298994739 -0.127694643789408 -0.082013460891621 0.059491905626985 
-0.035957768919495 0.038592969716977 0.000293172078619 0.000293172078619 0.038592969716977 -0.035957768919495 0.070477843875498 -0.126527391882377 0.022720668289623 -0.126527391882377 0.070477843875497 -0.069896817444672 0.344034231975304 0.344034231975303 -0.069896817444672 0.028045951380185 0.636627149315167 0.028045951380185 -0.108715844338596 -0.108715844338596 0.059959489512327 
0.045290555935614 -0.054241814245519 0.012762712827400 0.022441192266746 0.026907800681762 -0.032322188501245 -0.080355570818094 0.150354996316390 -0.114843607358707 -0.129993770106225 0.074353629057132 0.062968240881218 -0.231120964887269 0.760338235069778 -0.094483537721367 -0.026180298994739 0.472225512833009 0.286115075818157 -0.082013460891621 -0.127694643789408 0.059491905626985 
0.000000000000000 -0.000000000000000 0.000000000000000 0.000000000000000 -0.000000000000000 0.046131179190164 -0.000000000000000 -0.000000000000000 -0.000000000000000 0.000000000000000 -0.139389364496620 -0.000000000000000 0.000000000000000 -0.000000000000000 0.373093742800206 0.000000000000000 -0.000000000000000 0.849256892353584 -0.000000000000000 -0.186756423835039 0.057663973987705 
-0.012345679012346 0.000000000000000 -0.000000000000000 0.000000000000000 -0.000000000000000 0.000000000000000 0.035707700346874 0.000000000000000 0.000000000000000 -0.000000000000000 -0.000000000000000 -0.076772411676779 -0.000000000000000 -0.000000000000000 0.000000000000000 0.987254087390053 0.000000000000000 0.000000000000000 0.090847660976890 -0.000000000000000 -0.024691358024691 
-0.035907077442319 0.022749216917092 0.011908720137848 -0.002486973183210 -0.033293711897360 0.037087054846861 0.084047998383661 -0.092699952420197 -0.029564836212076 0.107696359085034 -0.075898691358934 -0.114220187773306 0.291748727473605 -0.215608608257776 0.079288103260307 0.199252254253552 0.870850900282578 -0.069006910945155 0.004812122954192 -0.051724578635532 0.010970070531135 
0.037087054846861 -0.033293711897360 -0.002486973183210 0.011908720137848 0.022749216917092 -0.035907077442319 -0.075898691358934 0.107696359085034 -0.029564836212076 -0.092699952420197 0.084047998383661 0.079288103260306 -0.215608608257775 0.291748727473605 -0.114220187773305 -0.069006910945154 0.870850900282578 0.199252254253552 -0.051724578635532 0.004812122954192 0.010970070531135 
0.000000000000000 -0.000000000000000 0.000000000000000 -0.000000000000000 -0.000000000000000 -0.012345679012346 -0.000000000000000 0.000000000000000 -0.000000000000000 -0.000000000000000 0.035707700346874 -0.000000000000000 -0.000000000000000 0.000000000000001 -0.076772411676780 0.000000000000000 -0.000000000000000 0.987254087390052 -0.000000000000000 0.090847660976890 -0.024691358024691 
-0.036681400193060 0.000000000000000 -0.000000000000000 0.000000000000000 0.000000000000000 0.000000000000000 0.102948675578169 0.000000000000000 -0.000000000000000 -0.000000000000000 0.000000000000000 -0.195786214357522 -0.000000000000000 0.000000000000000 -0.000000000000000 0.608952568473186 -0.000000000000000 0.000000000000000 0.648951271174937 -0.000000000000000 -0.128384900675710 
0.023131099710105 -0.013572839677841 -0.006146122959867 -0.006146122959867 -0.013572839677841 0.023131099710104 -0.053423974661256 0.050584894775083 0.025245471555767 0.050584894775083 -0.053423974661256 0.069926542545106 -0.137542828984220 -0.137542828984221 0.069926542545107 -0.086701190984449 0.893691890890011 -0.086701190984449 0.233138285978575 0.233138285978575 -0.077725093928248 
0.000000000000000 0.000000000000000 0.000000000000000 -0.000000000000000 0.000000000000000 -0.036681400193060 -0.000000000000000 -0.000000000000000 -0.000000000000000 0.000000000000000 0.102948675578169 -0.000000000000000 -0.000000000000001 0.000000000000000 -0.195786214357521 0.000000000000000 0.000000000000000 0.608952568473185 0.000000000000000 0.648951271174937 -0.128384900675710 
0.002997510542092 0.000000000000000 0.000000000000000 -0.000000000000000 0.000000000000000 -0.000000000000000 -0.008229689454522 -0.000000000000000 -0.000000000000000 -0.000000000000000 0.000000000000000 0.014462315574069 0.000000000000000 0.000000000000000 -0.000000000000000 -0.031212450646254 -0.000000000000001 0.000000000000000 0.998002229647879 -0.000000000000000 0.023980084336737 
-0.000000000000000 0.000000000000000 -0.000000000000000 -0.000000000000000 -0.000000000000000 0.002997510542092 -0.000000000000000 0.000000000000000 0.000000000000000 0.000000000000000 -0.008229689454523 0.000000000000000 -0.000000000000001 -0.000000000000000 0.014462315574070 -0.000000000000000 0.000000000000002 -0.031212450646255 0.000000000000000 0.998002229647878 0.023980084336737 
0.000000000000000 0.000000000000000 0.000000000000000 0.000000000000000 0.000000000000000 0.000000000000000 0.000000000000000 0.000000000000000 0.000000000000000 0.000000000000000 0.000000000000000 0.000000000000000 0.000000000000000 0.000000000000000 0.000000000000000 0.000000000000000 0.000000000000000 0.000000000000000 0.000000000000000 0.000000000000000 1.000000000000000 
******************************************
Plotting triangulation
81 3
33 25 26 
12 3 13 
10 0 1 
21 20 12 
20 21 28 
10 1 11 
23 31 30 
40 34 35 
23 22 14 
29 22 30 
44 43 38 
3 4 13 
50 52 49 
38 32 39 
12 2 3 
11 1 2 
21 12 13 
20 11 12 
6 16 15 
16 25 24 
31 37 30 
13 4 14 
14 22 13 
28 34 27 
13 22 21 
31 32 38 
21 29 28 
11 19 10 
27 19 20 
12 11 2 
20 19 11 
34 28 35 
21 22 29 
20 28 27 
29 35 28 
36 42 41 
41 46 45 
46 50 49 
45 46 49 
45 40 41 
35 41 40 
36 37 42 
35 36 41 
35 29 36 
36 30 37 
36 29 30 
43 42 37 
46 41 42 
51 50 47 
47 46 42 
53 54 52 
53 52 50 
46 47 50 
42 43 47 
43 48 47 
50 51 53 
44 48 43 
51 47 48 
44 38 39 
43 37 38 
32 33 39 
25 16 17 
4 5 14 
17 26 25 
32 25 33 
15 23 14 
22 23 30 
15 16 24 
24 31 23 
38 37 31 
32 24 25 
32 31 24 
6 15 5 
23 15 24 
14 5 15 
7 16 6 
17 16 7 
18 8 9 
17 7 8 
17 18 26 
17 8 18 
******************************************
Cubature r-coordinates
54 1
-0.083438407261750 
-0.833123185476500 
-0.083438407261750 
-0.192779070841739 
-0.614441858316522 
-0.192779070841739 
-0.413605664173949 
-0.172788671652101 
-0.413605664173949 
-0.707064426114454 
0.414128852228908 
-0.707064426114454 
-0.887274264668793 
0.774548529337586 
-0.887274264668793 
-0.966849746283259 
0.933699492566519 
-0.966849746283259 
-0.520930891690411 
0.501106485071962 
-0.980175593381550 
0.501106485071962 
-0.980175593381550 
-0.520930891690411 
-0.190242385363320 
0.158634844102864 
-0.968392458739544 
0.158634844102864 
-0.968392458739544 
-0.190242385363320 
-0.809995773773910 
0.799708556139969 
-0.989712782366059 
0.799708556139969 
-0.989712782366059 
-0.809995773773910 
-0.700493785355452 
0.602649133849474 
-0.902155348494022 
0.602649133849474 
-0.902155348494023 
-0.700493785355452 
-0.426160775117330 
0.288623277852292 
-0.862462502734962 
0.288623277852292 
-0.862462502734962 
-0.426160775117330 
-0.436328663801831 
0.099519827552432 
-0.663191163750602 
0.099519827552432 
-0.663191163750602 
-0.436328663801831 
******************************************
Cubature s-coordinates
54 1
-0.083438407261750 
-0.083438407261750 
-0.833123185476500 
-0.192779070841739 
-0.192779070841739 
-0.614441858316522 
-0.413605664173949 
-0.413605664173949 
-0.172788671652101 
-0.707064426114454 
-0.707064426114454 
0.414128852228908 
-0.887274264668793 
-0.887274264668793 
0.774548529337586 
-0.966849746283259 
-0.966849746283259 
0.933699492566519 
0.501106485071962 
-0.520930891690411 
0.501106485071962 
-0.980175593381550 
-0.520930891690411 
-0.980175593381550 
0.158634844102864 
-0.190242385363320 
0.158634844102864 
-0.968392458739544 
-0.190242385363320 
-0.968392458739544 
0.799708556139969 
-0.809995773773910 
0.799708556139969 
-0.989712782366059 
-0.809995773773910 
-0.989712782366059 
0.602649133849474 
-0.700493785355452 
0.602649133849474 
-0.902155348494022 
-0.700493785355452 
-0.902155348494023 
0.288623277852292 
-0.426160775117330 
0.288623277852292 
-0.862462502734962 
-0.426160775117330 
-0.862462502734962 
0.099519827552432 
-0.436328663801831 
0.099519827552432 
-0.663191163750602 
-0.436328663801831 
-0.663191163750602 
******************************************
Cubature weights
54 1
0.065323637697611 
0.065323637697611 
0.065323637697611 
0.054825636062729 
0.054825636062729 
0.054825636062729 
0.053020073197407 
0.053020073197407 
0.053020073197407 
0.058431924272972 
0.058431924272972 
